,,Weight,Weight,Weight,Weight,Weight,Weight,Value,Value,Value,Value,Value,Value,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count
ENDUSE,,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS
Date,District,,,,,,,,,,,,,,,,,,
2019-04,"HOUSTON-GALVESTON, TX",20400064,134813388,140926186,206042658,659865047,5988318,432626030,2309723260,679194411,464403853,3879941616,288265967,12421,37288,39358,11903,35876,2774
2019-04,"LAREDO, TX",1406121,2825134,1486507,396837,4157108,18907,7259941108,4218621809,1662656921,1700930472,1347772443,221024937,339435,207543,170376,85168,105501,15470
2019-04,"LOS ANGELES, CA",193188847,330704235,1160605239,421388185,641551700,4565693,2506204923,6991831520,9683351132,1031738028,3269709968,426373133,63818,171350,580869,32555,101779,8578
2019-04,LOW VALUE,,,,,,0,,,,,,1581433553,,,,,,222
2019-04,"MIAMI, FL",11226033,21716787,84052675,261038152,198774197,4252367,148108699,845085147,1367373689,606741125,469540668,386976909,8485,20701,110425,27588,14721,7247
2019-04,"MILWAUKEE, WI",106631,3383177,315843,0,107505,4466,4407802,39989514,18205296,5425368,26715548,9574700,267,3528,1102,21,692,178
2019-04,"MINNEAPOLIS, MN",4172519,17044555,18058162,6898453,34684918,492039,47446246,356116622,200697049,27596768,764809250,25467480,2363,14082,11029,860,8695,802
2019-04,"MOBILE, AL",29967332,16734515,36059261,54542439,79365203,410365,314211068,392904557,436726365,24542094,1129855782,132815751,7985,7199,24476,1023,6007,530
2019-04,"NEW ORLEANS, LA",34653835,57257931,57861836,33498431,287932700,617453,608340101,3871844640,1748377655,141170571,3144483022,604611317,21245,129286,80147,1590,46755,24535
2019-04,"NEW YORK CITY, NY",68780485,132698049,432772847,701801892,666867022,7269472,1325290643,3281142244,8417924684,1906922246,4275399684,1107498617,45183,109242,424858,70392,94614,12196
2019-04,"NOGALES, AZ",39615,480371,5711854,221170,1034529,6444,388084775,589265568,128914673,526196194,172185285,162761067,20450,31843,14188,45981,7372,6906
2019-04,"NORFOLK, VA",56937542,68945805,160474269,81242294,250587064,2013101,346744100,899687860,1051714457,232467306,571089133,44071968,11220,24887,58168,6795,21567,940
2019-04,"OGDENSBURG, NY",0,37,0,0,0,0,123404833,347877348,408125722,206296743,1036910440,121919774,6431,16358,46950,13636,50908,5365
2019-04,"PEMBINA, ND",9460,317890,22,0,4266,0,104050355,233714904,209269221,276442309,744800518,152172972,3324,11461,8209,11904,28739,5018
2019-04,"PHILADELPHIA, PA",15382127,21269216,31889228,443951846,105071070,1290976,468887863,520378098,2056818605,835489104,1824196932,71802633,13907,28825,38970,15878,17469,1837
2019-04,"PORT ARTHUR, TX",,0,0,,1761000,0,,14742094,727427,,914645967,127564,,2,8,,160,7
2019-04,"PORTLAND, ME",2464,2993345,989940,10912220,4656295,52331,39581351,136671408,213120710,195463703,306966663,103853017,4002,1375,2620,8540,9397,651
2019-04,"PROVIDENCE, RI",0,2390,3578,,22303780,0,664733665,1234048,18015898,,62257286,60482,14696,33,803,,113,9
2019-04,"SAN DIEGO, CA",41635,513183,1191224,59302984,331249,45906,1290246803,1082635575,850585984,436588037,227175853,155548750,19382,59128,72004,30791,30593,10279
2019-04,"SAN FRANCISCO, CA",20470475,50651880,103960524,255008118,238285884,3007763,804176410,2643495088,861439128,560011382,1725947838,188919102,15801,69738,69809,15677,22002,6573
2019-04,"SAN JUAN, PR",2792491,4929775,14742220,88169214,241246036,766254,111038864,131034922,911688561,93084732,471713696,14452331,852,2270,7124,2740,2943,379
2019-04,"SAVANNAH, GA",94026514,164019302,318194269,121458396,428131242,3876959,1634960112,3058624345,2962629429,842505131,1327773324,339766197,34977,78591,141130,8484,55824,5707
2019-04,"SEATTLE, WA",29170402,59119582,153234794,79181404,164322527,1447555,587121110,2098433582,1305923623,411664928,1430152917,217145622,12050,40322,86928,20902,51925,8251
2019-04,"ST. ALBANS, VT",0,0,0,0,0,0,13680451,214110710,51733212,53728858,222764520,16484455,799,7770,5921,3070,17901,1244
2019-04,"ST. LOUIS, MO",15393929,37606436,49940563,22785509,83375786,1334466,76902496,363985250,348246660,51538983,690725416,30460799,4519,14768,24644,2046,13737,1685
2019-04,"TAMPA, FL",11920833,24539980,42614244,112051132,112459880,204111,1053572954,317739527,354164109,202984505,647420862,24645583,20232,6684,25789,2909,7624,627
2019-04,U.S. VIRGIN ISLANDS,15144,16352,51372,574975,37372,14996,67520,430420,1416788,716773,146000196,92869,13,9,80,46,20,6
2019-04,VESSELS UNDER OWN POWER,,0,,,,0,,3420,,,,25000,,2,,,,1
2019-04,"WASHINGTON, DC",104,4867,328547,19746,7659,122,12859111,219877520,770101148,4371213,31017243,23645107,783,8607,4011,392,2793,491
2019-04,"WILMINGTON, NC",5652244,21173890,33753129,2858218,53065659,512775,41752055,438005399,880249055,12004108,247215305,54825674,2093,17103,20030,242,9936,742
2019-05,"ANCHORAGE, AK",0,111101,8658,131236,1569081,0,6595953,1168473709,66768316,783733,155382893,123545492,576,22778,7140,17,3485,2543
2019-05,"BALTIMORE, MD",21456830,42978728,70135227,107776017,284377750,1199576,1431453384,828635995,473454974,360648354,919291446,35909862,13566,13407,30371,8446,14253,443
2019-05,"BOSTON, MA",4234662,9484533,22990713,23557832,37882181,981100,96653011,732029751,501356653,121512567,595167650,89822643,1158,25478,18762,4549,9197,2017
2019-05,"BUFFALO, NY",301044,1379244,802163,440716,1991167,70498,924564804,542790176,493077401,304896823,983524490,188847207,34832,36291,51447,26944,56690,10120
2019-05,"CHARLESTON, SC",96913367,82181382,103165854,44091079,334820347,1525388,713136126,1357174708,888268500,121423139,971586815,40424635,31048,38975,50519,2510,33060,999
2019-05,"CHICAGO, IL",53618124,128651872,157931889,89453472,220800180,2390828,603277634,4957927579,6383489538,319047967,4061360352,1050041154,29333,178819,119003,10332,78242,9408
2019-05,"CLEVELAND, OH",48270075,57061469,78520323,20396213,147903919,1607457,639724996,3973091836,2722444510,94247911,964076377,475842509,23423,191177,123572,2384,52361,20234
2019-05,"COLUMBIA-SNAKE, OR",3439678,5640047,10611035,4368074,25692861,394601,554041051,160322731,82083967,6864682,233314578,18032333,2117,5406,7386,345,3614,595
2019-05,"DALLAS-FORT WORTH, TX",27302532,37386798,95631536,8224380,57785052,333693,131678617,1586717267,1826184784,29268250,604337114,298860142,7587,50338,64752,1150,22398,4995
2019-05,"DETROIT, MI",18636460,11227813,7490780,6826280,35880513,780141,5057022167,1834945807,1074704341,683750466,2609516258,683827018,242591,73280,77390,49656,136491,25254
2019-05,"DULUTH, MN",0,0,14622,0,3814,0,1659337,17356223,59495418,44985690,721669930,4145736,241,1036,5895,1415,17372,110
2019-05,"EL PASO, TX",2141204,9600404,3740856,1420748,5709290,57513,1566746471,3466630925,482243772,148082483,299014559,65097441,123906,137004,59913,7099,44818,6008
2019-05,"GREAT FALLS, MT",1928715,15109153,26848775,4424436,27405791,150164,61595942,427987339,230557949,259935751,1651169517,247714920,2326,12144,15211,9205,26322,6356
2019-05,"HONOLULU, HI",81515,504489,3174402,6040953,62861726,15977,23254218,11270338,19703893,15854008,221819188,31629362,191,274,4663,1004,830,58
2019-05,"HOUSTON-GALVESTON, TX",20363388,126474449,131765866,189925595,627522830,4662530,539363500,2041342815,616129254,458310273,4445583088,217919610,13726,36575,42337,12252,38350,2827
2019-05,"LAREDO, TX",1690780,2624941,775897,1035699,3191857,129592,7575615736,4638764468,1819798127,1605299614,1428861919,295738466,371786,233386,190175,83020,116706,16965
2019-05,"LOS ANGELES, CA",208357178,378883967,1352764477,436771732,789982481,6107152,2625275840,7771894119,11576586542,1081381912,3675998155,343043193,68071,183075,651150,34218,115282,8888
2019-05,LOW VALUE,,,,,,0,,,,,,1650201448,,,,,,220
2019-05,"MIAMI, FL",13633007,23943112,94733993,216014158,206624771,4287730,143896346,881291073,1416028961,597862869,494774262,501075404,9259,22002,112360,26158,15933,7405
2019-05,"MILWAUKEE, WI",207386,3060622,499794,0,127358,6400,7718264,53342623,18474375,6539173,25758170,7618951,349,3881,1119,15,716,136
2019-05,"MINNEAPOLIS, MN",4968428,17419610,19037273,7389730,33875981,543277,43879983,367841098,213210445,34225226,707272145,27533056,2632,14856,12245,1032,8886,727
2019-05,"MOBILE, AL",31052304,14086770,41594974,54943598,68411844,614629,288265444,377139487,485004001,25270360,925250904,82160169,8377,7892,29060,1080,6142,480
2019-05,"NEW ORLEANS, LA",34731942,54334771,69948443,49320001,366655771,3858761,624832833,3984589988,1739038429,168033819,3039222469,631796976,20680,134191,87067,1798,47538,25950
2019-05,"NEW YORK CITY, NY",78805453,142800386,554235891,739742257,801950993,8003141,1372600559,3459020040,9168427730,1977586592,5047181989,1109933437,42826,113619,505725,75116,103294,12350
2019-05,"NOGALES, AZ",126117,645194,9654463,89745,1213996,1935,424735862,817863366,143007710,586471550,162155333,160666249,21832,32980,13959,44336,7844,7534
2019-05,"NORFOLK, VA",51813181,75306544,169430369,77927788,216533887,1754005,297967438,959562736,1011296870,224323231,524857192,59733110,8870,23871,64791,6393,20916,673
2019-05,"OGDENSBURG, NY",0,10000,492,0,6402,0,137927593,343937325,405755350,221407003,1042134687,118446987,6388,16935,44820,13707,50825,5738
2019-05,"PEMBINA, ND",24816,171493,0,0,219692,0,93893752,240928902,197849828,246371589,834660885,149282513,3599,11425,7482,11302,31970,5390
2019-05,"PHILADELPHIA, PA",13977389,19934411,28130318,377878183,101857087,1277329,409373687,467405347,2057698023,738926823,2008812862,104500328,12144,27130,39902,14418,15016,1859
2019-05,"PORT ARTHUR, TX",18244,379394,0,,17035357,0,76280,43519112,563839,,1143292047,235552,3,76,7,,243,2
2019-05,"PORTLAND, ME",3624,1999290,786040,6107359,5739562,13087,39705026,230820993,384668240,451823531,342235579,141144556,4027,1330,3120,10221,10277,833
2019-05,"PROVIDENCE, RI",27750,18972,2951,,960,0,846641910,1278424,14213150,,141613441,100003,13735,27,716,,77,9
2019-05,"SAN DIEGO, CA",28757,500809,1015505,58526908,482530,149,1490437288,1232741932,976729400,367199235,248645005,173055753,21396,66237,82314,30121,32379,11434
2019-05,"SAN FRANCISCO, CA",22364721,56348690,120336521,216296501,264664110,1132411,917682403,2792887892,865545196,549379190,1880104623,173690553,16150,70284,72923,15032,23358,6672
2019-05,"SAN JUAN, PR",1907554,6030878,16032146,47202109,152491803,494116,113133498,237920122,916766114,81070945,669958901,21771764,805,2638,7222,2528,2950,364
2019-05,"SAVANNAH, GA",98642986,182631938,354301581,111481409,475093859,4138558,1671440970,3256953114,3258132758,663547822,1540138836,378499913,38748,81596,170427,8028,61513,5369
2019-05,"SEATTLE, WA",28163144,54808583,169389461,98974026,208345154,1132894,698856071,2099266518,1413206962,468790505,1587125096,208440411,13153,40523,94951,23328,55011,8877
2019-05,"ST. ALBANS, VT",0,0,547,0,0,0,12260261,239788705,53505171,64200810,241786923,42564546,771,8502,7220,3180,18505,1371
2019-05,"ST. LOUIS, MO",15479806,38773824,60688247,16491035,84289504,1275883,75290165,385711283,430961523,45371918,771991151,33625464,4814,15757,27610,1979,14146,2244
2019-05,"TAMPA, FL",14422534,37015507,51357114,87743146,102022677,235705,1142723153,531552930,388777979,176293318,661470683,36182123,17836,7184,27939,2826,8536,618
2019-05,U.S. VIRGIN ISLANDS,38625,0,100606,866390,68551,,146010,95514,1690712,3840497,80254835,,12,8,103,51,24,
2019-05,VESSELS UNDER OWN POWER,,0,,,,0,,5286,,,,423300,,1,,,,1
2019-05,"WASHINGTON, DC",3756,2472,654898,13004,16089,4394,13602158,185497846,583978267,5342606,29325935,26384056,680,8187,4741,493,2595,502
2019-05,"WILMINGTON, NC",5743406,15682835,31845211,3810392,62921381,540857,45262082,421025367,377048177,14648738,305255401,21155315,2388,16920,25720,363,9762,682
2019-06,"ANCHORAGE, AK",0,212072,8780,170822,4207068,245848,6411714,1005660173,64614083,1788036,115087256,100503949,473,20766,6572,34,3121,2595
2019-06,"BALTIMORE, MD",14111400,33791007,53287728,82813992,211743534,942636,1385925905,647966143,341664049,331287037,667284938,30735839,9744,11119,25006,6918,12103,315
2019-06,"BOSTON, MA",4731783,10465272,28659996,23485426,42912751,1122673,75117481,634272542,613832277,120083967,606989603,57994772,1239,23859,19492,4731,9101,1900
2019-06,"BUFFALO, NY",258368,1829979,786960,607633,1988755,85993,936790863,537442948,436790608,292493585,959873069,191751218,33749,35044,45952,25195,55324,9952
2019-06,"CHARLESTON, SC",87401797,78823268,95899790,37904752,282953591,1526143,671365871,1247363406,855945578,108282809,1024397054,46059061,29406,37356,43549,2436,31764,928
2019-06,"CHICAGO, IL",44172769,111436834,147025070,119614902,208042983,1901669,552264226,5245603924,5932455510,308857871,3599481685,1328963682,27415,172462,112729,9441,71511,8177
2019-06,"CLEVELAND, OH",42174858,49986300,71914563,15520150,140344506,944568,506009066,3746735057,2668727224,91241884,1003264913,453159224,18885,179699,112863,2022,49726,18311
2019-06,"COLUMBIA-SNAKE, OR",2929834,5272557,8089459,4369203,23048522,147846,694723118,169225347,88234513,6351895,150728463,10438979,1556,5445,7991,382,3317,433
2019-06,"DALLAS-FORT WORTH, TX",25328498,35879208,99490252,7347788,57725798,357792,133440615,1633364862,1635362407,25037405,565906600,362775576,6853,46658,65782,1130,20148,4591
2019-06,"DETROIT, MI",14041250,9962001,6230576,5655945,30233769,1203660,4768409712,1718320475,1146404028,689738260,2514286657,765905639,232369,69632,74597,50827,131634,24509
2019-06,"DULUTH, MN",0,26112,51876,0,43627,0,2770918,16622413,61203916,41853884,704393491,4902003,423,1217,6054,1231,16022,149
2019-06,"EL PASO, TX",1678701,9433229,3835321,1404630,6349002,25141,1421798643,3099170529,445534285,129282695,286818801,61637778,113826,121323,54579,6502,41176,5629
2019-06,"GREAT FALLS, MT",2014835,14132689,24353686,3410455,27138019,238171,66699547,403852391,235701918,275840754,1240654135,184057913,2357,11994,15886,9772,21901,6317
2019-06,"HONOLULU, HI",109644,857873,3451453,5724267,112363259,17265,23183665,38892489,21155380,15867037,197442799,3792526,188,265,4207,1128,907,67
2019-06,"HOUSTON-GALVESTON, TX",18244449,137394057,135320408,180520621,674007789,3865617,425120941,1942112683,649496330,440280325,3572445398,220516040,13437,35242,45597,11761,37585,2419
2019-06,"LAREDO, TX",1246995,2882249,490071,642599,7204715,20190,7693520085,4313381193,1722607887,1319154589,1317423493,226539228,371461,217355,179426,73433,105640,15801
2019-06,"LOS ANGELES, CA",174891535,345839798,1261429915,384252920,676391930,5794473,2553098141,7868136550,10579047182,968447888,3379351321,678145093,60102,172368,599021,30166,100691,8698
2019-06,LOW VALUE,,,,,,0,,,,,,1516558938,,,,,,225
2019-06,"MIAMI, FL",12423344,22447954,92605291,181193420,229273875,9459337,139251346,783788002,1267053608,508883415,470288816,402577256,8675,20624,98710,23333,14988,6845
2019-06,"MILWAUKEE, WI",78959,3092334,486173,0,231783,3010,4967649,32357348,18202227,3238500,38213095,5727466,249,2745,840,9,607,116
2019-06,"MINNEAPOLIS, MN",3880635,14585184,17183381,6934284,27134115,503904,42932230,327899978,190980458,30449027,599467296,20476797,2176,12135,11419,995,7566,776
2019-06,"MOBILE, AL",21335977,14077084,38636171,49065817,69268373,414149,242913709,472740427,460058645,22392634,742813905,112068329,7185,7087,32203,967,5801,435
2019-06,"NEW ORLEANS, LA",29826000,50401952,59615703,105448827,250550640,614017,531532195,3988847875,1772773257,144051637,2508642638,612837351,20132,126398,81632,1675,45600,23627
2019-06,"NEW YORK CITY, NY",72121035,130140751,477299680,700295485,652933204,6488030,1545636911,3395421508,7584465675,1822760993,4103955895,822044297,41418,103787,465019,70443,92236,11111
2019-06,"NOGALES, AZ",84857,647874,8106913,37953,872110,20148,463136877,581278721,139828430,638568685,155933449,114038264,24159,30716,14500,30082,7846,6275
2019-06,"NORFOLK, VA",48042289,73621837,158680708,75732307,216732366,1430568,296412305,941136643,956408886,204535856,525932474,34158856,8277,23083,59053,6174,20323,639
2019-06,"OGDENSBURG, NY",0,0,2741,0,29726,41730,129698533,374417313,443148009,208874408,958790085,117017052,5390,16324,39401,13653,48752,5233
2019-06,"PEMBINA, ND",0,42710,0,0,0,0,99731461,238485698,226350591,253065929,705302274,169444613,3509,10948,7348,12325,26967,4611
2019-06,"PHILADELPHIA, PA",14848259,15871530,25139293,358398163,101174336,1400786,379173842,554007143,1770838957,639144360,1665358859,62518021,12077,25675,36694,13098,15011,1698
2019-06,"PORT ARTHUR, TX",,0,0,,15180278,0,,14152972,894527,,1135442498,4528225,,7,6,,206,3
2019-06,"PORTLAND, ME",18738,939944,953449,4839568,3444330,11559,34309728,222444607,297395291,459244791,306671408,93099582,3967,1043,3023,10903,9643,721
2019-06,"PROVIDENCE, RI",0,0,0,,855165,61078,732479823,994113,24108873,,142952667,25790987,15779,30,733,,106,15
2019-06,"SAN DIEGO, CA",15968,1064676,1010969,47547538,481147,2596,1317692609,1204980142,926795167,318056639,232184980,150483709,20003,62586,72702,28579,30740,10029
2019-06,"SAN FRANCISCO, CA",19586286,55877168,110134268,199600993,282184097,1876682,798723575,2792463035,852023756,515883662,1575023741,170900142,15382,67767,75374,14566,22834,6055
2019-06,"SAN JUAN, PR",2903349,6419055,18610168,45363723,257692925,403545,114899466,170338990,788541197,75346204,610591216,8786466,851,2286,6714,2486,3180,323
2019-06,"SAVANNAH, GA",84257932,158861476,316187884,118286703,414857783,3603585,1556919844,2970365238,2890349043,714596848,1174536078,507102873,32245,72133,152980,7944,52589,5787
2019-06,"SEATTLE, WA",33647417,55230684,149550387,74638153,160330841,1203920,680906815,1926832658,1376022463,428660682,1574505848,237399743,12709,36697,84239,22234,52236,7856
2019-06,"ST. ALBANS, VT",0,0,0,0,0,0,20037305,458920894,60461643,55899999,239640347,17315245,1009,7996,7105,2903,17591,1097
2019-06,"ST. LOUIS, MO",13702075,35669005,61722650,14637492,75081710,1104976,75183099,315387346,414876018,40260895,521565013,34058590,3673,13283,27630,1757,12546,2233
2019-06,"TAMPA, FL",14532408,44585734,64362437,64440342,116570701,358740,1098056941,397203389,448362689,138418072,543078531,30771928,18201,7650,34867,2420,8153,573
2019-06,U.S. VIRGIN ISLANDS,13383,10289,164200,2290124,280172,6277,31713,69039,1075389,1039587,31198373,114798,1,4,68,42,25,6
2019-06,VESSELS UNDER OWN POWER,,0,,,,,,85311,,,,,,2,,,,
2019-06,"WASHINGTON, DC",0,5879,354253,16505,7306,0,12106990,160127066,816015009,4052528,27823776,24986063,582,7303,3838,394,1972,424
2019-06,"WILMINGTON, NC",5286288,18290442,33016826,4090859,54536757,188117,45511779,428314284,334768148,11000037,244179610,207818152,2386,16516,27371,245,9270,638
2019-07,"ANCHORAGE, AK",0,614088,3714,1705687,3133384,21975,5592337,947625011,67147192,3310533,124072716,130323560,493,22055,6921,70,3304,2944
2019-07,"BALTIMORE, MD",17315989,40503705,67839174,117407816,262534781,1295733,1335643826,790210783,356142276,343867575,882648969,50882519,10081,12948,32235,8034,13371,412
2019-07,"BOSTON, MA",2999602,8607156,23338958,24433144,42486792,636873,105592567,602444607,612468067,121816228,635213660,104652528,1161,25925,20368,5146,9315,2028
2019-07,"BUFFALO, NY",412331,1763232,782261,319772,2605977,21752,792688476,552026402,440790761,313770639,1023208478,167816218,28296,35178,48399,27929,56244,9631
2019-07,"CHARLESTON, SC",90928344,92348206,104821261,42512796,314593883,2105340,673507944,1312482661,878251669,118461911,986134753,67704296,34625,40374,48836,2499,33186,1119
2019-07,"CHICAGO, IL",49883631,122356482,163289425,86466829,214127644,2133877,611280328,5537231630,7190588327,341763423,4232303351,1062007952,30771,187463,130669,10374,77698,9345
2019-07,"CLEVELAND, OH",49515332,57278905,87524977,16818817,170526019,1592131,523139098,3753236552,2868443886,79254840,1110176456,514596302,21726,188163,132866,2259,52831,20080
2019-07,"COLUMBIA-SNAKE, OR",2929500,5313852,9415651,4769777,37617959,285801,823702538,151248683,90103037,11270563,204878849,18129500,2408,5516,8993,465,3723,675
2019-07,"DALLAS-FORT WORTH, TX",29844820,36893457,106958799,6998691,61804130,475690,150029044,1625552794,1851362426,25241787,503768314,351412127,7660,49402,70961,1165,23284,5170
2019-07,"DETROIT, MI",17944696,11776024,8029534,5297440,57828447,1164109,3709546025,1643715944,1379779497,684024855,2518032537,630430450,192598,68790,73382,52098,131999,23021
2019-07,"DULUTH, MN",0,18609,49403,0,9128,0,52716487,13578459,68340529,54550651,738149750,1818550,2398,897,6954,1662,17375,93
2019-07,"EL PASO, TX",1340103,12896849,3816666,1211158,4905324,50031,1364328915,3324605408,420729087,117010290,270894477,56462390,109975,126321,53735,7448,43844,5574
2019-07,"GREAT FALLS, MT",2067131,18123892,31206108,3936779,25447743,220860,51636546,425508840,294761038,252117027,1348455002,200347562,1982,12565,19997,8976,23052,6412
2019-07,"HONOLULU, HI",77743,715676,2605207,6324863,4498663,2081,19188010,64108708,26622732,16418343,214033988,14721560,216,1917,5212,970,1081,260
2019-07,"HOUSTON-GALVESTON, TX",20496285,130804781,140318254,193403342,578505489,3144241,526756897,2023936205,741004483,448671206,3984017606,293546360,13948,36834,52530,11850,38095,2655
2019-07,"LAREDO, TX",1371371,3926453,586549,936729,3622175,22385,7656848422,4373662066,1757397323,1417113046,1352112955,236780450,359914,221977,187097,75731,109669,16137
2019-07,"LOS ANGELES, CA",209855726,380646720,1488876820,469297295,735038654,6241374,2749301822,8275197990,12528032431,1116598512,3493368503,472463471,63774,184402,715678,34882,114738,9487
2019-07,LOW VALUE,,,,,,0,,,,,,1629339087,,,,,,223
2019-07,"MIAMI, FL",14999554,27265398,104994856,202453825,215799460,9865571,141731159,776364001,1462186387,556124427,493935966,401286354,8888,22949,115830,24014,16374,8506
2019-07,"MILWAUKEE, WI",186347,3974604,633512,0,580938,1050,4531271,39211748,15598639,4785564,30741635,20890704,303,3742,1238,16,737,113
2019-07,"MINNEAPOLIS, MN",5269396,17756458,20505646,8448542,27993783,552494,56999409,383021637,228219098,35911313,705532234,26196764,3353,14962,14645,1095,8691,781
2019-07,"MOBILE, AL",31237029,12918898,44240670,58026988,92371012,314803,262700898,324402237,502764846,26743910,1144626278,110282581,7924,7502,39842,1134,6476,554
